id,name,job,location,email,cellPhone,workPhone
13095,Gray Walton,Software Engineer,"Dallas, TX",graywalton@bleendot.com,+1 (894) 590-2335,+1 (875) 531-3322
13096,Jodie Hoover,Web Developer,"Dallas, TX",jodiehoover@bleendot.com,+1 (802) 477-3245,+1 (954) 481-2821
13097,Mcdowell Wade,Software Engineer,"Austin, TX",mcdowellwade@bleendot.com,+1 (977) 504-2047,+1 (841) 576-3341
13098,Cristina Salas,Web Developer,"Houston, TX",cristinasalas@bleendot.com,+1 (822) 463-3852,+1 (823) 565-3965
13099,Sanford Bruce,Director,"Dallas, TX",sanfordbruce@bleendot.com,+1 (953) 508-2876,+1 (921) 424-2119
13100,Carter Hampton,Consultant,"Dallas, TX",carterhampton@bleendot.com,+1 (924) 528-2020,+1 (853) 596-2471
13101,Whitney Jones,Director,"Dallas, TX",whitneyjones@bleendot.com,+1 (995) 432-2000,+1 (976) 547-3468
13102,Dunn Green,Graphic Designer,"Dallas, TX",dunngreen@bleendot.com,+1 (995) 552-2013,+1 (965) 537-3686
13103,Liliana Sutton,Director,"Austin, TX",lilianasutton@bleendot.com,+1 (928) 437-3137,+1 (927) 450-3798
13104,Eugenia Frazier,Consultant,"Austin, TX",eugeniafrazier@bleendot.com,+1 (904) 494-3540,+1 (847) 402-2572
13105,Blanchard Slater,Consultant,"Austin, TX",blanchardslater@bleendot.com,+1 (825) 592-3537,+1 (976) 563-2725
13106,Elva Kennedy,Director,"Austin, TX",elvakennedy@bleendot.com,+1 (967) 574-2895,+1 (986) 425-2653
13107,Imelda Levine,Consultant,"Houston, TX",imeldalevine@bleendot.com,+1 (919) 516-2645,+1 (991) 482-3124
13108,Jill Woodard,Graphic Designer,"Houston, TX",jillwoodard@bleendot.com,+1 (808) 554-3532,+1 (909) 481-2736
13109,Wanda Boyer,Director,"Houston, TX",wandaboyer@bleendot.com,+1 (933) 543-2423,+1 (949) 478-3769
13110,Isabel Dickerson,Web Developer,"Dallas, TX",isabeldickerson@bleendot.com,+1 (873) 434-2889,+1 (847) 475-3456
13111,Hampton Hood,Consultant,"Austin, TX",hamptonhood@bleendot.com,+1 (901) 569-2281,+1 (807) 444-3180
13112,Alissa Knox,Graphic Designer,"Dallas, TX",alissaknox@bleendot.com,+1 (972) 472-3950,+1 (837) 512-2722
13113,Christian Barton,Web Developer,"Austin, TX",christianbarton@bleendot.com,+1 (985) 401-2452,+1 (857) 430-3984
13114,Marisa Dixon,Software Engineer,"Austin, TX",marisadixon@bleendot.com,+1 (879) 576-3988,+1 (804) 559-2776
13115,Christi Wolf,Web Developer,"Houston, TX",christiwolf@bleendot.com,+1 (936) 419-3195,+1 (976) 444-3521
13116,Minnie Pate,Director,"Houston, TX",minniepate@bleendot.com,+1 (900) 507-3778,+1 (816) 576-2607
13117,Boyle Phillips,Web Developer,"Houston, TX",boylephillips@bleendot.com,+1 (821) 590-3726,+1 (904) 464-2138
13118,Krystal George,Graphic Designer,"Austin, TX",krystalgeorge@bleendot.com,+1 (958) 413-3995,+1 (896) 522-3781
13119,Gabrielle Mcfadden,Director,"Austin, TX",gabriellemcfadden@bleendot.com,+1 (916) 423-2829,+1 (889) 473-3618
13120,Lina Kemp,Software Engineer,"Austin, TX",linakemp@bleendot.com,+1 (959) 495-3568,+1 (928) 539-2020
13121,Kristen Robles,Graphic Designer,"Dallas, TX",kristenrobles@bleendot.com,+1 (863) 577-2021,+1 (973) 505-2095
13122,Holmes Higgins,Graphic Designer,"Houston, TX",holmeshiggins@bleendot.com,+1 (833) 464-2149,+1 (855) 492-2965
13123,Pennington Pacheco,Graphic Designer,"Austin, TX",penningtonpacheco@bleendot.com,+1 (841) 433-3381,+1 (811) 429-2576
13124,Jeanne Moran,Web Developer,"Dallas, TX",jeannemoran@bleendot.com,+1 (989) 401-2828,+1 (902) 529-2746
13125,Duncan Anthony,Web Developer,"Houston, TX",duncananthony@bleendot.com,+1 (969) 534-2280,+1 (911) 446-3522
13126,Sutton Stark,Web Developer,"Houston, TX",suttonstark@bleendot.com,+1 (827) 528-2828,+1 (822) 549-3703
13127,Juanita Bright,Consultant,"Houston, TX",juanitabright@bleendot.com,+1 (875) 441-3620,+1 (972) 458-2753
13128,Davidson Rios,Software Engineer,"Houston, TX",davidsonrios@bleendot.com,+1 (863) 498-3187,+1 (853) 533-3087
13129,Mcmahon England,Software Engineer,"Austin, TX",mcmahonengland@bleendot.com,+1 (995) 571-2450,+1 (958) 515-3874
13130,Watkins Workman,Director,"Austin, TX",watkinsworkman@bleendot.com,+1 (851) 496-2399,+1 (941) 472-3153
13131,Lilia Flynn,Software Engineer,"Dallas, TX",liliaflynn@bleendot.com,+1 (854) 449-3743,+1 (801) 497-2342
13132,Workman Santiago,Graphic Designer,"Dallas, TX",workmansantiago@bleendot.com,+1 (841) 407-2121,+1 (834) 468-2112
13133,Alford Ochoa,Web Developer,"Dallas, TX",alfordochoa@bleendot.com,+1 (900) 508-3508,+1 (888) 563-2429
13134,Mcmillan Michael,Web Developer,"Austin, TX",mcmillanmichael@bleendot.com,+1 (984) 540-2350,+1 (953) 447-2235
13135,Suzette Whitfield,Software Engineer,"Austin, TX",suzettewhitfield@bleendot.com,+1 (898) 440-2534,+1 (871) 404-2885
13136,Decker Weiss,Web Developer,"Dallas, TX",deckerweiss@bleendot.com,+1 (848) 597-3227,+1 (988) 595-2546
13137,Colette Reid,Software Engineer,"Dallas, TX",colettereid@bleendot.com,+1 (918) 522-3643,+1 (870) 540-3225
13138,Black Strickland,Software Engineer,"Austin, TX",blackstrickland@bleendot.com,+1 (816) 558-2705,+1 (964) 418-3304
13139,Blackburn Coleman,Web Developer,"Austin, TX",blackburncoleman@bleendot.com,+1 (850) 578-2342,+1 (893) 440-3119
13140,Maryann Elliott,Software Engineer,"Dallas, TX",maryannelliott@bleendot.com,+1 (852) 415-3676,+1 (870) 534-3591
13141,Taylor Williams,Director,"Houston, TX",taylorwilliams@bleendot.com,+1 (891) 589-2465,+1 (996) 556-2412
13142,Norma Melton,Graphic Designer,"Austin, TX",normamelton@bleendot.com,+1 (868) 533-2196,+1 (896) 597-3507
13143,Strickland Porter,Director,"Houston, TX",stricklandporter@bleendot.com,+1 (967) 411-2916,+1 (894) 422-2147
13144,Frederick Vaughn,Graphic Designer,"Houston, TX",frederickvaughn@bleendot.com,+1 (867) 511-2301,+1 (861) 505-2722
13145,Patrice French,Graphic Designer,"Dallas, TX",patricefrench@bleendot.com,+1 (985) 503-2880,+1 (986) 423-2567
13146,Laverne Adams,Graphic Designer,"Austin, TX",laverneadams@bleendot.com,+1 (916) 549-2384,+1 (821) 469-3125
13147,Debbie Golden,Graphic Designer,"Houston, TX",debbiegolden@bleendot.com,+1 (925) 507-2329,+1 (931) 554-3183
13148,Holcomb Mcfarland,Consultant,"Austin, TX",holcombmcfarland@bleendot.com,+1 (807) 494-3499,+1 (814) 559-2585
13149,Morgan Cochran,Consultant,"Austin, TX",morgancochran@bleendot.com,+1 (934) 507-2146,+1 (887) 525-2650
13150,Harvey Wall,Consultant,"Houston, TX",harveywall@bleendot.com,+1 (827) 484-2159,+1 (905) 424-2855
13151,Mccoy Washington,Graphic Designer,"Austin, TX",mccoywashington@bleendot.com,+1 (940) 512-3471,+1 (939) 449-2189
13152,Greta Foster,Software Engineer,"Houston, TX",gretafoster@bleendot.com,+1 (835) 489-3161,+1 (805) 591-3467
13153,Roxie Nielsen,Director,"Austin, TX",roxienielsen@bleendot.com,+1 (935) 548-2434,+1 (862) 413-3266
13154,Eddie Gregory,Consultant,"Austin, TX",eddiegregory@bleendot.com,+1 (933) 419-3778,+1 (847) 455-3867
13155,Craft Witt,Graphic Designer,"Austin, TX",craftwitt@bleendot.com,+1 (920) 538-2993,+1 (879) 513-2072
13156,Nguyen Mooney,Software Engineer,"Austin, TX",nguyenmooney@bleendot.com,+1 (884) 590-2543,+1 (944) 481-2684
13157,Espinoza Ward,Web Developer,"Dallas, TX",espinozaward@bleendot.com,+1 (907) 583-2126,+1 (884) 559-2989
13158,Lopez Schmidt,Software Engineer,"Austin, TX",lopezschmidt@bleendot.com,+1 (994) 571-3649,+1 (883) 590-2176
13159,Deanna Rojas,Software Engineer,"Dallas, TX",deannarojas@bleendot.com,+1 (914) 519-2235,+1 (979) 513-3478
13160,Yolanda Reed,Graphic Designer,"Dallas, TX",yolandareed@bleendot.com,+1 (845) 593-2491,+1 (806) 564-3153
13161,Griffith Caldwell,Graphic Designer,"Houston, TX",griffithcaldwell@bleendot.com,+1 (846) 543-2836,+1 (981) 501-3759
13162,Angela White,Director,"Houston, TX",angelawhite@bleendot.com,+1 (805) 560-2137,+1 (999) 435-2905
13163,Rosalinda Boyd,Software Engineer,"Houston, TX",rosalindaboyd@bleendot.com,+1 (971) 548-2209,+1 (987) 511-3000
13164,Dee Gordon,Software Engineer,"Dallas, TX",deegordon@bleendot.com,+1 (859) 407-2821,+1 (986) 565-2942
13165,Carol Franks,Graphic Designer,"Houston, TX",carolfranks@bleendot.com,+1 (896) 503-3807,+1 (866) 526-2650
13166,Kirby Grant,Director,"Houston, TX",kirbygrant@bleendot.com,+1 (977) 511-3122,+1 (911) 532-3512
13167,Nielsen Poole,Software Engineer,"Houston, TX",nielsenpoole@bleendot.com,+1 (853) 554-3351,+1 (833) 502-3012
13168,Lauren Mayo,Software Engineer,"Houston, TX",laurenmayo@bleendot.com,+1 (931) 589-3364,+1 (822) 555-3795
13169,Wiley Mendoza,Software Engineer,"Austin, TX",wileymendoza@bleendot.com,+1 (818) 431-2669,+1 (851) 550-2113
13170,William Davenport,Web Developer,"Houston, TX",williamdavenport@bleendot.com,+1 (808) 478-2748,+1 (960) 592-3641
13171,Mccormick Kirkland,Web Developer,"Austin, TX",mccormickkirkland@bleendot.com,+1 (828) 401-3139,+1 (928) 529-3048
13172,Austin Vasquez,Graphic Designer,"Dallas, TX",austinvasquez@bleendot.com,+1 (839) 449-3536,+1 (900) 459-3960
13173,Jacklyn Smith,Consultant,"Dallas, TX",jacklynsmith@bleendot.com,+1 (861) 427-2132,+1 (957) 533-3440
13174,Ladonna Burt,Web Developer,"Dallas, TX",ladonnaburt@bleendot.com,+1 (888) 572-3238,+1 (913) 407-3953
13175,Miriam Donaldson,Graphic Designer,"Houston, TX",miriamdonaldson@bleendot.com,+1 (939) 443-3079,+1 (942) 405-3275
13176,Laura Stafford,Software Engineer,"Houston, TX",laurastafford@bleendot.com,+1 (807) 473-3835,+1 (827) 573-2110
13177,Casey Gutierrez,Web Developer,"Dallas, TX",caseygutierrez@bleendot.com,+1 (958) 471-2035,+1 (920) 488-3331
13178,Farrell Hendricks,Consultant,"Dallas, TX",farrellhendricks@bleendot.com,+1 (987) 495-3937,+1 (937) 588-2435
13179,Josefa Lara,Graphic Designer,"Dallas, TX",josefalara@bleendot.com,+1 (803) 494-3951,+1 (989) 515-2890
13180,Kim Noel,Director,"Dallas, TX",kimnoel@bleendot.com,+1 (924) 477-2770,+1 (891) 567-2114
13181,Jerri Benjamin,Director,"Houston, TX",jerribenjamin@bleendot.com,+1 (827) 534-3716,+1 (942) 563-3036
13182,Huber Kinney,Consultant,"Dallas, TX",huberkinney@bleendot.com,+1 (862) 439-2001,+1 (910) 494-3917
13183,Beulah Cross,Graphic Designer,"Dallas, TX",beulahcross@bleendot.com,+1 (839) 591-3051,+1 (955) 477-2480
13184,Aurora Calderon,Software Engineer,"Dallas, TX",auroracalderon@bleendot.com,+1 (810) 577-3063,+1 (838) 584-2326
13185,Mandy Alford,Director,"Austin, TX",mandyalford@bleendot.com,+1 (835) 466-3881,+1 (935) 523-3984
13186,Molina Mcmillan,Graphic Designer,"Austin, TX",molinamcmillan@bleendot.com,+1 (809) 536-3118,+1 (859) 479-2657
13187,Guthrie Owen,Graphic Designer,"Austin, TX",guthrieowen@bleendot.com,+1 (851) 530-2085,+1 (921) 526-3593
13188,Johnson Craft,Graphic Designer,"Dallas, TX",johnsoncraft@bleendot.com,+1 (910) 576-2702,+1 (907) 425-2487
13189,Margo Bean,Consultant,"Houston, TX",margobean@bleendot.com,+1 (925) 467-3887,+1 (810) 501-3648
13190,Lindsey Tran,Director,"Houston, TX",lindseytran@bleendot.com,+1 (828) 519-2475,+1 (844) 523-2979
13191,Felecia Wilkinson,Software Engineer,"Dallas, TX",feleciawilkinson@bleendot.com,+1 (837) 546-3385,+1 (980) 438-2075
13192,Waters Rollins,Consultant,"Houston, TX",watersrollins@bleendot.com,+1 (932) 599-3058,+1 (806) 518-2045
13193,Morgan Noble,Director,"Dallas, TX",morgannoble@bleendot.com,+1 (894) 444-2277,+1 (904) 527-2847
13194,Louise Tyson,Graphic Designer,"Houston, TX",louisetyson@bleendot.com,+1 (826) 459-2965,+1 (921) 501-2859
13195,Payne Hooper,Consultant,"Dallas, TX",paynehooper@bleendot.com,+1 (935) 439-3990,+1 (985) 581-3824
13196,Deleon Gamble,Director,"Dallas, TX",deleongamble@bleendot.com,+1 (899) 404-3307,+1 (881) 454-3305
13197,Adkins Hancock,Web Developer,"Houston, TX",adkinshancock@bleendot.com,+1 (988) 576-2609,+1 (988) 545-2084
13198,Earnestine Cooke,Web Developer,"Houston, TX",earnestinecooke@bleendot.com,+1 (820) 426-3690,+1 (814) 548-3770
13199,Mai Hammond,Consultant,"Dallas, TX",maihammond@bleendot.com,+1 (923) 509-2619,+1 (828) 439-3332
13200,Crane Sparks,Consultant,"Austin, TX",cranesparks@bleendot.com,+1 (892) 566-2614,+1 (800) 576-2853
13201,Janet Whitaker,Software Engineer,"Houston, TX",janetwhitaker@bleendot.com,+1 (907) 407-3093,+1 (998) 541-3126
13202,Sherry Cannon,Graphic Designer,"Austin, TX",sherrycannon@bleendot.com,+1 (812) 570-3859,+1 (968) 437-2966
13203,Mona Miles,Web Developer,"Austin, TX",monamiles@bleendot.com,+1 (883) 476-3892,+1 (869) 451-3335
13204,Ebony Lloyd,Web Developer,"Austin, TX",ebonylloyd@bleendot.com,+1 (843) 521-2348,+1 (831) 491-3791
13205,Marta Gates,Web Developer,"Houston, TX",martagates@bleendot.com,+1 (843) 509-2296,+1 (814) 488-2432
13206,Cassandra Mcbride,Graphic Designer,"Austin, TX",cassandramcbride@bleendot.com,+1 (885) 453-2671,+1 (830) 453-2860
13207,Mooney Hopper,Web Developer,"Houston, TX",mooneyhopper@bleendot.com,+1 (998) 454-3025,+1 (921) 444-3736
13208,Shana Gentry,Web Developer,"Dallas, TX",shanagentry@bleendot.com,+1 (869) 506-2280,+1 (907) 564-2003
13209,Briana Holt,Consultant,"Dallas, TX",brianaholt@bleendot.com,+1 (972) 425-2864,+1 (953) 509-3374
13210,Ellison Walsh,Director,"Houston, TX",ellisonwalsh@bleendot.com,+1 (998) 492-2473,+1 (812) 540-3999
13211,Steele Harding,Consultant,"Houston, TX",steeleharding@bleendot.com,+1 (859) 409-2321,+1 (992) 517-3102
13212,Sharlene Mills,Graphic Designer,"Houston, TX",sharlenemills@bleendot.com,+1 (840) 591-2594,+1 (872) 446-2530
13213,Angeline Jensen,Consultant,"Dallas, TX",angelinejensen@bleendot.com,+1 (908) 477-2199,+1 (844) 446-3383
13214,Mullen Ware,Graphic Designer,"Dallas, TX",mullenware@bleendot.com,+1 (856) 566-2444,+1 (958) 406-2948
13215,Catalina Hewitt,Web Developer,"Austin, TX",catalinahewitt@bleendot.com,+1 (817) 502-2238,+1 (826) 416-2738
13216,Gonzales Sheppard,Web Developer,"Houston, TX",gonzalessheppard@bleendot.com,+1 (957) 565-3671,+1 (868) 536-2181
13217,Cherry Fischer,Web Developer,"Dallas, TX",cherryfischer@bleendot.com,+1 (903) 437-2300,+1 (810) 541-2302
13218,Murphy Horne,Director,"Dallas, TX",murphyhorne@bleendot.com,+1 (820) 465-3703,+1 (944) 521-2651
13219,Brown Hays,Software Engineer,"Dallas, TX",brownhays@bleendot.com,+1 (856) 473-2126,+1 (923) 416-3994
13220,Navarro Gomez,Graphic Designer,"Dallas, TX",navarrogomez@bleendot.com,+1 (978) 557-3644,+1 (845) 446-3397
13221,Valerie Sharpe,Software Engineer,"Houston, TX",valeriesharpe@bleendot.com,+1 (820) 581-3690,+1 (959) 517-2162
13222,Lynnette Duke,Software Engineer,"Houston, TX",lynnetteduke@bleendot.com,+1 (969) 560-3984,+1 (866) 412-3849
13223,Daugherty Huber,Web Developer,"Houston, TX",daughertyhuber@bleendot.com,+1 (810) 420-2516,+1 (847) 597-3622
13224,Viola Sanchez,Web Developer,"Houston, TX",violasanchez@bleendot.com,+1 (911) 531-3766,+1 (897) 472-3970
13225,Graham Parker,Director,"Houston, TX",grahamparker@bleendot.com,+1 (978) 430-2576,+1 (935) 410-2675
13226,Katy Beard,Consultant,"Dallas, TX",katybeard@bleendot.com,+1 (990) 559-2678,+1 (956) 447-2529
13227,Joanna Leonard,Director,"Houston, TX",joannaleonard@bleendot.com,+1 (900) 529-3421,+1 (984) 422-2087
13228,Booth Dorsey,Consultant,"Houston, TX",boothdorsey@bleendot.com,+1 (986) 409-2331,+1 (961) 579-3072
13229,Lauri Hawkins,Web Developer,"Austin, TX",laurihawkins@bleendot.com,+1 (944) 576-3544,+1 (844) 441-3731
13230,York Good,Software Engineer,"Houston, TX",yorkgood@bleendot.com,+1 (830) 503-3613,+1 (839) 416-3563
13231,Corrine Galloway,Graphic Designer,"Dallas, TX",corrinegalloway@bleendot.com,+1 (857) 489-3208,+1 (830) 514-3214
13232,Ashley Collins,Graphic Designer,"Dallas, TX",ashleycollins@bleendot.com,+1 (863) 506-3307,+1 (844) 566-3869
13233,Brooks Obrien,Web Developer,"Dallas, TX",brooksobrien@bleendot.com,+1 (825) 488-3613,+1 (900) 529-3915
13234,Kelley Kirby,Consultant,"Houston, TX",kelleykirby@bleendot.com,+1 (855) 588-2882,+1 (811) 403-2883
13235,Fischer Sharp,Consultant,"Dallas, TX",fischersharp@bleendot.com,+1 (899) 528-2215,+1 (986) 411-3583
13236,Lucas Peters,Graphic Designer,"Dallas, TX",lucaspeters@bleendot.com,+1 (902) 503-2074,+1 (908) 432-2767
13237,Aurelia Webster,Graphic Designer,"Austin, TX",aureliawebster@bleendot.com,+1 (882) 465-3418,+1 (803) 547-2830
13238,Fleming Suarez,Director,"Austin, TX",flemingsuarez@bleendot.com,+1 (904) 494-3969,+1 (890) 457-3300
13239,Joyce Page,Consultant,"Houston, TX",joycepage@bleendot.com,+1 (956) 466-2458,+1 (883) 515-2206
13240,Delores Kidd,Director,"Austin, TX",deloreskidd@bleendot.com,+1 (894) 513-2859,+1 (819) 449-2853
13241,Craig Tanner,Consultant,"Dallas, TX",craigtanner@bleendot.com,+1 (995) 503-3863,+1 (910) 440-2271
13242,Douglas Lambert,Software Engineer,"Dallas, TX",douglaslambert@bleendot.com,+1 (842) 405-3236,+1 (940) 414-2680
13243,Greer Hunter,Director,"Austin, TX",greerhunter@bleendot.com,+1 (990) 570-2106,+1 (935) 507-2144
13244,Nettie Duffy,Graphic Designer,"Austin, TX",nettieduffy@bleendot.com,+1 (830) 516-2718,+1 (856) 426-2694
13245,Lynne Rich,Consultant,"Houston, TX",lynnerich@bleendot.com,+1 (959) 569-3193,+1 (905) 551-3843
13246,Annmarie Manning,Software Engineer,"Houston, TX",annmariemanning@bleendot.com,+1 (972) 559-2085,+1 (910) 468-3895
13247,Franks Finch,Graphic Designer,"Austin, TX",franksfinch@bleendot.com,+1 (902) 593-2581,+1 (870) 559-3895
13248,Kemp Hudson,Web Developer,"Houston, TX",kemphudson@bleendot.com,+1 (843) 448-2836,+1 (968) 499-2758
13249,Debra Perry,Software Engineer,"Houston, TX",debraperry@bleendot.com,+1 (967) 545-2394,+1 (901) 402-2381
13250,Chandra Clements,Consultant,"Houston, TX",chandraclements@bleendot.com,+1 (813) 503-3683,+1 (852) 519-3505
13251,Alyson Anderson,Software Engineer,"Dallas, TX",alysonanderson@bleendot.com,+1 (908) 420-2462,+1 (865) 419-3009
13252,Kari Lawrence,Graphic Designer,"Dallas, TX",karilawrence@bleendot.com,+1 (941) 537-2370,+1 (845) 573-2702
13253,Bette Stevens,Software Engineer,"Austin, TX",bettestevens@bleendot.com,+1 (923) 488-3054,+1 (953) 598-3709
13254,Laurie Chen,Director,"Houston, TX",lauriechen@bleendot.com,+1 (915) 575-2982,+1 (939) 548-3011
13255,Georgia Rowland,Graphic Designer,"Houston, TX",georgiarowland@bleendot.com,+1 (965) 533-3557,+1 (997) 550-3511
13256,Marietta Hardy,Graphic Designer,"Houston, TX",mariettahardy@bleendot.com,+1 (970) 495-2870,+1 (978) 471-2724
13257,Edna Roman,Graphic Designer,"Austin, TX",ednaroman@bleendot.com,+1 (988) 562-3849,+1 (842) 561-2323
13258,Knapp Oneal,Software Engineer,"Austin, TX",knapponeal@bleendot.com,+1 (977) 542-2522,+1 (974) 446-2876
13259,Hickman Weaver,Director,"Houston, TX",hickmanweaver@bleendot.com,+1 (871) 414-2928,+1 (945) 409-3918
13260,Barry Newton,Software Engineer,"Dallas, TX",barrynewton@bleendot.com,+1 (825) 542-3176,+1 (931) 454-2914
13261,Alejandra Roberson,Web Developer,"Austin, TX",alejandraroberson@bleendot.com,+1 (927) 569-3503,+1 (923) 500-3602
13262,Michele Underwood,Software Engineer,"Austin, TX",micheleunderwood@bleendot.com,+1 (921) 594-3391,+1 (821) 574-3171
13263,Kaufman Rodriquez,Web Developer,"Dallas, TX",kaufmanrodriquez@bleendot.com,+1 (821) 413-3522,+1 (867) 470-3990
13264,Hoffman Nelson,Director,"Dallas, TX",hoffmannelson@bleendot.com,+1 (853) 530-2332,+1 (895) 480-3504
13265,Shepard Ferrell,Director,"Austin, TX",shepardferrell@bleendot.com,+1 (897) 543-2352,+1 (969) 540-3240
13266,Noreen Schneider,Graphic Designer,"Houston, TX",noreenschneider@bleendot.com,+1 (820) 559-2279,+1 (895) 518-3426
13267,Smith Morgan,Graphic Designer,"Austin, TX",smithmorgan@bleendot.com,+1 (860) 518-3637,+1 (910) 416-3322
13268,Coffey Ramsey,Consultant,"Houston, TX",coffeyramsey@bleendot.com,+1 (954) 581-2450,+1 (928) 587-2504
13269,Vicki Koch,Director,"Houston, TX",vickikoch@bleendot.com,+1 (931) 484-3692,+1 (962) 436-3813
13270,Peterson Lowery,Consultant,"Dallas, TX",petersonlowery@bleendot.com,+1 (878) 432-2942,+1 (975) 426-2397
13271,Robles Haney,Software Engineer,"Houston, TX",robleshaney@bleendot.com,+1 (963) 575-2097,+1 (863) 425-2358
13272,Branch Salinas,Consultant,"Houston, TX",branchsalinas@bleendot.com,+1 (835) 595-3127,+1 (954) 461-3563
13273,Mclaughlin Joseph,Web Developer,"Dallas, TX",mclaughlinjoseph@bleendot.com,+1 (998) 559-2394,+1 (826) 429-3933
13274,Tucker Carson,Web Developer,"Dallas, TX",tuckercarson@bleendot.com,+1 (891) 504-3812,+1 (862) 508-2832
13275,Cohen Talley,Web Developer,"Dallas, TX",cohentalley@bleendot.com,+1 (887) 488-2638,+1 (875) 444-2546
13276,Mcdonald Brock,Graphic Designer,"Houston, TX",mcdonaldbrock@bleendot.com,+1 (801) 547-3325,+1 (812) 522-3381
13277,Guzman Mcclure,Graphic Designer,"Dallas, TX",guzmanmcclure@bleendot.com,+1 (903) 512-2016,+1 (980) 508-2373
13278,Compton Cooper,Software Engineer,"Austin, TX",comptoncooper@bleendot.com,+1 (938) 595-2963,+1 (948) 412-3213
13279,Carmen Ross,Consultant,"Houston, TX",carmenross@bleendot.com,+1 (860) 511-3065,+1 (979) 441-2957
13280,Holden Stokes,Consultant,"Houston, TX",holdenstokes@bleendot.com,+1 (842) 592-2334,+1 (979) 431-2637
13281,Delgado Alvarado,Graphic Designer,"Austin, TX",delgadoalvarado@bleendot.com,+1 (934) 513-3228,+1 (819) 529-2992
13282,Geneva Wiggins,Graphic Designer,"Houston, TX",genevawiggins@bleendot.com,+1 (998) 568-2606,+1 (994) 486-2471
13283,Ratliff Farley,Web Developer,"Austin, TX",ratlifffarley@bleendot.com,+1 (862) 448-2348,+1 (810) 558-2979
13284,Mendoza Richards,Web Developer,"Houston, TX",mendozarichards@bleendot.com,+1 (951) 461-3427,+1 (875) 425-3406
